"Month","Employee","Quota","Bookings","Attainment","Participation","Quota Held Flag","Attainment Bucket","Team","","","","","",""
"4/1/2014","Dwight Schrute"," $ 6,071 "," $ 9,444 ","155.56%","Y","Y","100-200%","ENT IB","","","","","",""
"4/1/2014","Jim Halpert"," $ 1,547 "," $ 5,094 ","329.28%","Y","Y","+300%","ENT IB","","","","","",""
"4/1/2014","Pam Beesly"," $ 3,469 "," $ 8,952 ","258.06%","Y","Y","200-300%","ENT IB","","","","","",""
"4/1/2014","Ryan Howard"," $ 9,028 "," $ 5,000 ","55.38%","","Y","30-69%","ENT IB","","","","","",""
"4/1/2014","Andy Bernard"," $ 2,245 "," $ 7,180 ","319.82%","Y","Y","+300%","ENT ACQ","","","","","",""
"4/1/2014","Robert California"," $ 9,331 "," $ 9,186 ","98.45%","","Y","90-99%","ENT ACQ","","","","","",""
"4/1/2014","Jan Levinson"," $ 8,325 "," $ 9,302 ","111.74%","Y","Y","100-200%","ENT ACQ","","","","","",""
"4/1/2014","Roy Anderson"," $ 6,176 "," $ 7,089 ","114.78%","Y","Y","100-200%","ENT ACQ","","","","","",""
"4/1/2014","Stanley Hudson"," $ 6,294 "," $ 8,725 ","138.62%","Y","Y","100-200%","ENT ACQ","","","","","",""
"4/1/2014","Kevin Malone"," $ 9,281 "," $ 6,931 ","74.68%","","Y","70-89%","MM IB","","","","","",""
"4/1/2014","Meredith Palmer"," $ 5,069 "," $ 8,875 ","175.08%","Y","Y","100-200%","MM IB","","","","","",""
"4/1/2014","Angela Martin"," $ 2,890 "," $ 5,457 ","188.82%","Y","Y","100-200%","MM IB","","","","","",""
"4/1/2014","Oscar Martinez"," $ 1,440 "," $ 9,297 ","645.62%","Y","Y","+300%","MM IB","","","","","",""
"4/1/2014","Phyllis Lapin"," $ 3,132 "," $ 7,316 ","233.59%","Y","Y","200-300%","MM IB","","","","","",""
"4/1/2014","Kelly Kapoor"," $ 9,742 "," $ 6,845 ","70.26%","","Y","70-89%","MM IB","","","","","",""
"4/1/2014","Toby Flenderson"," $ 9,904 "," $ 6,191 ","62.51%","","Y","30-69%","MM ACQ","","","","","",""
"4/1/2014","Creed Bratton"," $ 6,805 "," $ 7,317 ","107.52%","Y","Y","100-200%","MM ACQ","","","","","",""
"4/1/2014","Darryl Philbin"," $ 1,285 "," $ 6,681 ","519.92%","Y","Y","+300%","MM ACQ","","","","","",""
"4/1/2014","Kelly Erin Hannon"," $ 1,500 "," $ 9,343 ","622.87%","Y","Y","+300%","MM ACQ","","","","","",""
"4/1/2014","Gabe Lewis"," $ 5,998 "," $ 7,022 ","117.07%","Y","Y","100-200%","MM ACQ","","","","","",""
"4/1/2014","Holly Flax"," $ 2,011 "," $ 5,340 ","265.54%","Y","Y","200-300%","SB IB","","","","","",""
"4/1/2014","Nellie Bertram"," $ 2,777 "," $ 8,789 ","316.49%","Y","Y","+300%","SB IB","","","","","",""
"4/1/2014","Clark Green"," $ 3,382 "," $ 7,721 ","228.30%","Y","Y","200-300%","SB IB","","","","","",""
"4/1/2014","Pete Miller"," $ 2,225 "," $ 5,692 ","255.82%","Y","Y","200-300%","SB IB","","","","","",""
"4/1/2014","Todd Packer"," $ 7,404 "," $ 6,011 ","81.19%","","Y","70-89%","SB IB","","","","","",""
"4/1/2014","David Wallace"," $ 7,269 "," $ 9,972 ","137.19%","Y","Y","100-200%","SB ACQ","","","","","",""
"4/1/2014","Karen Filippelli"," $ 7,199 "," $ 7,708 ","107.07%","Y","Y","100-200%","SB ACQ","","","","","",""
"4/1/2014","Charles Miner"," $ 7,631 "," $ 6,970 ","91.34%","","Y","90-99%","SB ACQ","","","","","",""
"4/1/2014","Jo Bennett"," $ 3,517 "," $ 8,126 ","231.05%","Y","Y","200-300%","SB ACQ","","","","","",""
"4/1/2014","Robert Lipton"," $ 3,952 "," $ 5,651 ","142.99%","Y","Y","100-200%","SB ACQ","","","","","",""
"4/1/2014","Nate Nickerson"," $ 3,824 "," $ 7,703 ","201.44%","Y","Y","200-300%","MM ACQ","","","","","",""
"4/1/2014","Deangelo Vickers"," $ 1,687 "," $ 9,897 ","586.66%","Y","Y","+300%","SB IB","","","","","",""
"4/1/2014","Val Johnson"," $ 5,074 "," $ 8,557 ","168.64%","Y","Y","100-200%","MM IB","","","","","",""
"4/1/2014","Cathy Simms"," $ 7,580 "," $ 8,653 ","114.16%","Y","Y","100-200%","SB ACQ","","","","","",""
"5/1/2014","Michael Scott"," $ 2,812 "," $ 5,444 ","193.60%","Y","Y","100-200%","ENT IB","","","","","",""
"5/1/2014","Dwight Schrute"," $ 5,765 "," $ 7,775 ","134.87%","Y","Y","100-200%","ENT IB","","","","","",""
"5/1/2014","Jim Halpert"," $ 6,072 "," $ 6,477 ","106.67%","Y","Y","100-200%","ENT IB","","","","","",""
"5/1/2014","Pam Beesly"," $ 7,249 "," $ 5,354 ","73.86%","","Y","70-89%","ENT IB","","","","","",""
"5/1/2014","Ryan Howard"," $ 9,012 "," $ 7,952 ","88.24%","","Y","70-89%","ENT IB","","","","","",""
"5/1/2014","Andy Bernard"," $ 5,449 "," $ 5,237 ","96.11%","","Y","90-99%","ENT ACQ","","","","","",""
"5/1/2014","Robert California"," $ 3,340 "," $ 7,589 ","227.22%","Y","Y","200-300%","ENT ACQ","","","","","",""
"5/1/2014","Jan Levinson"," $ 5,279 "," $ 6,906 ","130.82%","Y","Y","100-200%","ENT ACQ","","","","","",""
"5/1/2014","Roy Anderson"," $ 7,651 "," $ 9,372 ","122.49%","Y","Y","100-200%","ENT ACQ","","","","","",""
"5/1/2014","Stanley Hudson"," $ 6,777 "," $ 6,290 ","92.81%","","Y","90-99%","ENT ACQ","","","","","",""
"5/1/2014","Kevin Malone"," $ 7,088 "," $ 5,870 ","82.82%","","Y","70-89%","MM IB","","","","","",""
"5/1/2014","Meredith Palmer"," $ 5,256 "," $ 6,337 ","120.57%","Y","Y","100-200%","MM IB","","","","","",""
"5/1/2014","Angela Martin"," $ 3,939 "," $ 9,364 ","237.73%","Y","Y","200-300%","MM IB","","","","","",""
"5/1/2014","Oscar Martinez"," $ 3,970 "," $ 6,157 ","155.09%","Y","Y","100-200%","MM IB","","","","","",""
"5/1/2014","Phyllis Lapin"," $ 4,295 "," $ 9,983 ","232.43%","Y","Y","200-300%","MM IB","","","","","",""
"5/1/2014","Kelly Kapoor"," $ 1,517 "," $ 7,905 ","521.09%","Y","Y","+300%","MM IB","","","","","",""
"5/1/2014","Toby Flenderson"," $ 5,361 "," $ 6,015 ","112.20%","Y","Y","100-200%","MM ACQ","","","","","",""
"5/1/2014","Creed Bratton"," $ 4,875 "," $ 5,654 ","115.98%","Y","Y","100-200%","MM ACQ","","","","","",""
"5/1/2014","Darryl Philbin"," $ 4,141 "," $ 5,243 ","126.61%","Y","Y","100-200%","MM ACQ","","","","","",""
"5/1/2014","Kelly Erin Hannon"," $ 1,705 "," $ 9,121 ","534.96%","Y","Y","+300%","MM ACQ","","","","","",""
"5/1/2014","Gabe Lewis"," $ 5,591 "," $ 9,459 ","169.18%","Y","Y","100-200%","MM ACQ","","","","","",""
"5/1/2014","Holly Flax"," $ 2,660 "," $ 7,872 ","295.94%","Y","Y","200-300%","SB IB","","","","","",""
"5/1/2014","Nellie Bertram"," $ 6,928 "," $ 7,555 ","109.05%","Y","Y","100-200%","SB IB","","","","","",""
"5/1/2014","Clark Green"," $ 8,296 "," $ 9,159 ","110.40%","Y","Y","100-200%","SB IB","","","","","",""
"5/1/2014","Pete Miller"," $ 2,738 "," $ 8,888 ","324.62%","Y","Y","+300%","SB IB","","","","","",""
"5/1/2014","Todd Packer"," $ 6,015 "," $ 7,169 ","119.19%","Y","Y","100-200%","SB IB","","","","","",""
"5/1/2014","David Wallace"," $ 7,752 "," $ 5,881 ","75.86%","","Y","70-89%","SB ACQ","","","","","",""
"5/1/2014","Karen Filippelli"," $ 6,812 "," $ 9,382 ","137.73%","Y","Y","100-200%","SB ACQ","","","","","",""
"5/1/2014","Charles Miner"," $ 9,028 "," $ 6,711 ","74.34%","","Y","70-89%","SB ACQ","","","","","",""
"5/1/2014","Jo Bennett"," $ 6,973 "," $ 8,956 ","128.44%","Y","Y","100-200%","SB ACQ","","","","","",""
"5/1/2014","Robert Lipton"," $ 5,437 "," $ 9,270 ","170.50%","Y","Y","100-200%","SB ACQ","","","","","",""
"5/1/2014","Nate Nickerson"," $ 2,073 "," $ 8,520 ","411.00%","Y","Y","+300%","MM ACQ","","","","","",""
"5/1/2014","Deangelo Vickers"," $ 8,246 "," $ 6,441 ","78.11%","","Y","70-89%","SB IB","","","","","",""
"5/1/2014","Val Johnson"," $ 6,802 "," $ 7,490 ","110.11%","Y","Y","100-200%","MM IB","","","","","",""
"5/1/2014","Cathy Simms"," $ 7,878 "," $ 6,622 ","84.06%","","Y","70-89%","SB ACQ","","","","","",""
"6/1/2014","Michael Scott"," $ 1,497 "," $ 7,527 ","502.81%","Y","Y","+300%","ENT IB","","","","","",""
"6/1/2014","Dwight Schrute"," $ 6,408 "," $ 5,701 ","88.97%","","Y","70-89%","ENT IB","","","","","",""
"6/1/2014","Jim Halpert"," $ 6,999 "," $ 6,744 ","96.36%","","Y","90-99%","ENT IB","","","","","",""
"6/1/2014","Pam Beesly"," $ 9,920 "," $ 9,082 ","91.55%","","Y","90-99%","ENT IB","","","","","",""
"6/1/2014","Ryan Howard"," $ 6,441 "," $ 7,806 ","121.19%","Y","Y","100-200%","ENT IB","","","","","",""
"6/1/2014","Andy Bernard"," $ 5,124 "," $ 5,489 ","107.12%","Y","Y","100-200%","ENT ACQ","","","","","",""
"6/1/2014","Robert California"," $ 5,177 "," $ 7,769 ","150.07%","Y","Y","100-200%","ENT ACQ","","","","","",""
"6/1/2014","Jan Levinson"," $ 4,124 "," $ 9,983 ","242.07%","Y","Y","200-300%","ENT ACQ","","","","","",""
"6/1/2014","Roy Anderson"," $ 9,492 "," $ 7,431 ","78.29%","","Y","70-89%","ENT ACQ","","","","","",""
"6/1/2014","Stanley Hudson"," $ 8,020 "," $ 8,454 ","105.41%","Y","Y","100-200%","ENT ACQ","","","","","",""
"6/1/2014","Kevin Malone"," $ 8,048 "," $ 9,214 ","114.49%","Y","Y","100-200%","MM IB","","","","","",""
"6/1/2014","Meredith Palmer"," $ 7,688 "," $ 8,003 ","104.10%","Y","Y","100-200%","MM IB","","","","","",""
"6/1/2014","Angela Martin"," $ 5,876 "," $ 8,944 ","152.21%","Y","Y","100-200%","MM IB","","","","","",""
"6/1/2014","Oscar Martinez"," $ 2,124 "," $ 6,757 ","318.13%","Y","Y","+300%","MM IB","","","","","",""
"6/1/2014","Phyllis Lapin"," $ 2,094 "," $ 7,589 ","362.42%","Y","Y","+300%","MM IB","","","","","",""
"6/1/2014","Kelly Kapoor"," $ 8,798 "," $ 5,958 ","67.72%","","Y","30-69%","MM IB","","","","","",""
"6/1/2014","Toby Flenderson"," $ 8,166 "," $ 5,369 ","65.75%","","Y","30-69%","MM ACQ","","","","","",""
"6/1/2014","Creed Bratton"," $ 3,719 "," $ 5,744 ","154.45%","Y","Y","100-200%","MM ACQ","","","","","",""
"6/1/2014","Darryl Philbin"," $ 2,870 "," $ 5,240 ","182.58%","Y","Y","100-200%","MM ACQ","","","","","",""
"6/1/2014","Kelly Erin Hannon"," $ 3,388 "," $ 5,897 ","174.06%","Y","Y","100-200%","MM ACQ","","","","","",""
"6/1/2014","Gabe Lewis"," $ 5,233 "," $ 8,895 ","169.98%","Y","Y","100-200%","MM ACQ","","","","","",""
"6/1/2014","Holly Flax"," $ 1,194 "," $ 7,518 ","629.65%","Y","Y","+300%","SB IB","","","","","",""
"6/1/2014","Nellie Bertram"," $ 8,092 "," $ 5,388 ","66.58%","","Y","30-69%","SB IB","","","","","",""
"6/1/2014","Clark Green"," $ 4,012 "," $ 7,761 ","193.44%","Y","Y","100-200%","SB IB","","","","","",""
"6/1/2014","Pete Miller"," $ 3,742 "," $ 6,804 ","181.83%","Y","Y","100-200%","SB IB","","","","","",""
"6/1/2014","Todd Packer"," $ 7,436 "," $ 8,367 ","112.52%","Y","Y","100-200%","SB IB","","","","","",""
"6/1/2014","David Wallace"," $ 8,913 "," $ 7,082 ","79.46%","","Y","70-89%","SB ACQ","","","","","",""
"6/1/2014","Karen Filippelli"," $ 9,824 "," $ 8,285 ","84.33%","","Y","70-89%","SB ACQ","","","","","",""
"6/1/2014","Charles Miner"," $ 2,414 "," $ 9,457 ","391.76%","Y","Y","+300%","SB ACQ","","","","","",""
"6/1/2014","Jo Bennett"," $ 3,224 "," $ 6,546 ","203.04%","Y","Y","200-300%","SB ACQ","","","","","",""
"6/1/2014","Robert Lipton"," $ 8,113 "," $ 5,950 ","73.34%","","Y","70-89%","SB ACQ","","","","","",""
"6/1/2014","Nate Nickerson"," $ 6,230 "," $ 6,640 ","106.58%","Y","Y","100-200%","MM ACQ","","","","","",""
"6/1/2014","Deangelo Vickers"," $ 2,174 "," $ 9,841 ","452.67%","Y","Y","+300%","SB IB","","","","","",""
"6/1/2014","Val Johnson"," $ 2,262 "," $ 9,375 ","414.46%","Y","Y","+300%","MM IB","","","","","",""
"6/1/2014","Cathy Simms"," $ 7,457 "," $ 7,836 ","105.08%","Y","Y","100-200%","SB ACQ","","","","","",""
"7/1/2014","Michael Scott"," $ 4,909 "," $ 5,020 ","102.26%","Y","Y","100-200%","ENT IB","","","","","",""
"7/1/2014","Dwight Schrute"," $ 2,276 "," $ 6,807 ","299.08%","Y","Y","200-300%","ENT IB","","","","","",""
"7/1/2014","Jim Halpert"," $ 1,332 "," $ 6,429 ","482.66%","Y","Y","+300%","ENT IB","","","","","",""
"7/1/2014","Pam Beesly"," $ 5,272 "," $ 8,182 ","155.20%","Y","Y","100-200%","ENT IB","","","","","",""
"7/1/2014","Ryan Howard"," $ 9,559 "," $ 8,442 ","88.31%","","Y","70-89%","ENT IB","","","","","",""
"7/1/2014","Andy Bernard"," $ 2,073 "," $ 8,543 ","412.11%","Y","Y","+300%","ENT ACQ","","","","","",""
"7/1/2014","Robert California"," $ 1,744 "," $ 7,897 ","452.81%","Y","Y","+300%","ENT ACQ","","","","","",""
"7/1/2014","Jan Levinson"," $ 2,507 "," $ 9,218 ","367.69%","Y","Y","+300%","ENT ACQ","","","","","",""
"7/1/2014","Roy Anderson"," $ 9,783 "," $ 8,790 ","89.85%","","Y","+300%","ENT ACQ","","","","","",""
"7/1/2014","Stanley Hudson"," $ 1,437 "," $ 7,365 ","512.53%","Y","Y","+300%","ENT ACQ","","","","","",""
"7/1/2014","Kevin Malone"," $ 3,099 "," $ 9,178 ","296.16%","Y","Y","200-300%","MM IB","","","","","",""
"7/1/2014","Meredith Palmer"," $ 2,759 "," $ 8,963 ","324.86%","Y","Y","+300%","MM IB","","","","","",""
"7/1/2014","Angela Martin"," $ 7,666 "," $ 6,135 ","80.03%","","Y","70-89%","MM IB","","","","","",""
"7/1/2014","Oscar Martinez"," $ 6,817 "," $ 9,770 ","143.32%","Y","Y","100-200%","MM IB","","","","","",""
"7/1/2014","Phyllis Lapin"," $ 2,366 "," $ 8,444 ","356.89%","Y","Y","+300%","MM IB","","","","","",""
"7/1/2014","Kelly Kapoor"," $ 2,834 "," $ 5,673 ","200.18%","Y","Y","200-300%","MM IB","","","","","",""
"7/1/2014","Toby Flenderson"," $ 2,849 "," $ 9,007 ","316.15%","Y","Y","+300%","MM ACQ","","","","","",""
"7/1/2014","Creed Bratton"," $ 1,815 "," $ 9,140 ","503.58%","Y","Y","+300%","MM ACQ","","","","","",""
"7/1/2014","Darryl Philbin"," $ 2,093 "," $ 8,391 ","400.91%","Y","Y","+300%","MM ACQ","","","","","",""
"7/1/2014","Kelly Erin Hannon"," $ 6,282 "," $ 9,956 ","158.48%","Y","Y","100-200%","MM ACQ","","","","","",""
"7/1/2014","Gabe Lewis"," $ 6,552 "," $ 9,231 ","140.89%","Y","Y","100-200%","MM ACQ","","","","","",""
"7/1/2014","Holly Flax"," $ 1,469 "," $ 9,184 ","625.19%","Y","Y","+300%","SB IB","","","","","",""
"7/1/2014","Nellie Bertram"," $ 6,052 "," $ 9,531 ","157.49%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2014","Clark Green"," $ 5,377 "," $ 8,717 ","162.12%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2014","Pete Miller"," $ 5,888 "," $ 9,699 ","164.72%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2014","Todd Packer"," $ 1,778 "," $ 7,692 ","432.62%","Y","Y","+300%","SB IB","","","","","",""
"7/1/2014","David Wallace"," $ 4,333 "," $ 9,571 ","220.89%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2014","Karen Filippelli"," $ 3,260 "," $ 8,775 ","269.17%","Y","Y","200-300%","SB ACQ","","","","","",""
"7/1/2014","Charles Miner"," $ 5,979 "," $ 5,468 ","91.45%","","Y","90-99%","SB ACQ","","","","","",""
"7/1/2014","Jo Bennett"," $ 9,639 "," $ 9,084 ","94.24%","","Y","90-99%","SB ACQ","","","","","",""
"7/1/2014","Robert Lipton"," $ 3,137 "," $ 9,539 ","304.08%","Y","Y","+300%","SB ACQ","","","","","",""
"7/1/2014","Nate Nickerson"," $ 2,291 "," $ 8,423 ","367.66%","Y","Y","+300%","MM ACQ","","","","","",""
"7/1/2014","Deangelo Vickers"," $ 2,700 "," $ 5,193 ","192.33%","Y","Y","100-200%","SB IB","","","","","",""
"7/1/2014","Val Johnson"," $ 8,004 "," $ 6,703 ","83.75%","","Y","70-89%","MM IB","","","","","",""
"7/1/2014","Cathy Simms"," $ 1,502 "," $ 9,269 ","617.11%","Y","Y","+300%","SB ACQ","","","","","",""
"8/1/2014","Michael Scott"," $ 1,741 "," $ 9,045 ","519.53%","Y","Y","+300%","ENT IB","","","","","",""
"8/1/2014","Dwight Schrute"," $ 4,377 "," $ 6,786 ","155.04%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2014","Jim Halpert"," $ 4,726 "," $ 5,827 ","123.30%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2014","Pam Beesly"," $ 3,157 "," $ 7,422 ","235.10%","Y","Y","200-300%","ENT IB","","","","","",""
"8/1/2014","Ryan Howard"," $ 3,569 "," $ 5,714 ","160.10%","Y","Y","100-200%","ENT IB","","","","","",""
"8/1/2014","Andy Bernard"," $ 4,942 "," $ 5,334 ","107.93%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2014","Robert California"," $ 3,802 "," $ 8,209 ","215.91%","Y","Y","200-300%","ENT ACQ","","","","","",""
"8/1/2014","Jan Levinson"," $ 1,602 "," $ 8,877 ","554.12%","Y","Y","+300%","ENT ACQ","","","","","",""
"8/1/2014","Roy Anderson"," $ 4,400 "," $ 5,249 ","119.30%","Y","Y","100-200%","ENT ACQ","","","","","",""
"8/1/2014","Stanley Hudson"," $ 6,183 "," $ 5,518 ","89.24%","","Y","+300%","ENT ACQ","","","","","",""
"8/1/2014","Kevin Malone"," $ 9,953 "," $ 7,726 ","77.62%","","Y","70-89%","MM IB","","","","","",""
"8/1/2014","Meredith Palmer"," $ 2,118 "," $ 6,986 ","329.84%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2014","Angela Martin"," $ 1,094 "," $ 6,970 ","637.11%","Y","Y","+300%","MM IB","","","","","",""
"8/1/2014","Oscar Martinez"," $ 7,478 "," $ 5,604 ","74.94%","","Y","70-89%","MM IB","","","","","",""
"8/1/2014","Phyllis Lapin"," $ 8,864 "," $ 7,444 ","83.98%","","Y","70-89%","MM IB","","","","","",""
"8/1/2014","Kelly Kapoor"," $ 7,113 "," $ 9,645 ","135.60%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2014","Toby Flenderson"," $ 6,816 "," $ 7,423 ","108.91%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2014","Creed Bratton"," $ 6,599 "," $ 7,457 ","113.00%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2014","Darryl Philbin"," $ 2,400 "," $ 7,191 ","299.62%","Y","Y","200-300%","MM ACQ","","","","","",""
"8/1/2014","Kelly Erin Hannon"," $ 6,275 "," $ 7,464 ","118.95%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2014","Gabe Lewis"," $ 5,841 "," $ 8,294 ","142.00%","Y","Y","100-200%","MM ACQ","","","","","",""
"8/1/2014","Holly Flax"," $ 5,063 "," $ 6,546 ","129.29%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2014","Nellie Bertram"," $ 1,375 "," $ 5,064 ","368.29%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2014","Clark Green"," $ 7,801 "," $ 9,368 ","120.09%","Y","Y","100-200%","SB IB","","","","","",""
"8/1/2014","Pete Miller"," $ 3,122 "," $ 9,192 ","294.43%","Y","Y","200-300%","SB IB","","","","","",""
"8/1/2014","Todd Packer"," $ 3,545 "," $ 7,626 ","215.12%","Y","Y","200-300%","SB IB","","","","","",""
"8/1/2014","David Wallace"," $ 8,679 "," $ 6,389 ","73.61%","","Y","70-89%","SB ACQ","","","","","",""
"8/1/2014","Karen Filippelli"," $ 8,470 "," $ 9,450 ","111.57%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2014","Charles Miner"," $ 8,831 "," $ 5,915 ","66.98%","","Y","30-69%","SB ACQ","","","","","",""
"8/1/2014","Jo Bennett"," $ 9,671 "," $ 7,565 ","78.22%","","Y","70-89%","SB ACQ","","","","","",""
"8/1/2014","Robert Lipton"," $ 6,963 "," $ 7,651 ","109.88%","Y","Y","100-200%","SB ACQ","","","","","",""
"8/1/2014","Nate Nickerson"," $ 1,771 "," $ 5,628 ","317.79%","Y","Y","+300%","MM ACQ","","","","","",""
"8/1/2014","Deangelo Vickers"," $ 1,525 "," $ 9,153 ","600.20%","Y","Y","+300%","SB IB","","","","","",""
"8/1/2014","Val Johnson"," $ 4,846 "," $ 6,956 ","143.54%","Y","Y","100-200%","MM IB","","","","","",""
"8/1/2014","Cathy Simms"," $ 7,821 "," $ 5,040 ","64.44%","","Y","30-69%","SB ACQ","","","","","",""
"9/1/2014","Michael Scott"," $ 8,887 "," $ 5,114 ","57.54%","","Y","30-69%","ENT IB","","","","","",""
"9/1/2014","Dwight Schrute"," $ 7,949 "," $ 8,389 ","105.54%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2014","Jim Halpert"," $ 8,778 "," $ 8,911 ","101.52%","Y","Y","100-200%","ENT IB","","","","","",""
"9/1/2014","Pam Beesly"," $ 8,609 "," $ 5,948 ","69.09%","","Y","+300%","ENT IB","","","","","",""
"9/1/2014","Ryan Howard"," $ 1,363 "," $ 9,275 ","680.48%","Y","Y","+300%","ENT IB","","","","","",""
"9/1/2014","Andy Bernard"," $ 5,086 "," $ 8,911 ","175.21%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2014","Robert California"," $ 6,568 "," $ 5,770 ","87.85%","","Y","70-89%","ENT ACQ","","","","","",""
"9/1/2014","Jan Levinson"," $ 7,975 "," $ 6,310 ","79.12%","","Y","70-89%","ENT ACQ","","","","","",""
"9/1/2014","Roy Anderson"," $ 9,914 "," $ 5,557 ","56.05%","","Y","30-69%","ENT ACQ","","","","","",""
"9/1/2014","Stanley Hudson"," $ 7,296 "," $ 9,348 ","128.12%","Y","Y","100-200%","ENT ACQ","","","","","",""
"9/1/2014","Kevin Malone"," $ 7,453 "," $ 9,672 ","129.77%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2014","Meredith Palmer"," $ 6,291 "," $ 5,397 ","85.79%","","Y","70-89%","MM IB","","","","","",""
"9/1/2014","Angela Martin"," $ 2,746 "," $ 7,920 ","288.42%","Y","Y","200-300%","MM IB","","","","","",""
"9/1/2014","Oscar Martinez"," $ 4,060 "," $ 6,985 ","172.04%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2014","Phyllis Lapin"," $ 4,159 "," $ 8,302 ","199.62%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2014","Kelly Kapoor"," $ 9,767 "," $ 7,819 ","80.06%","","Y","70-89%","MM IB","","","","","",""
"9/1/2014","Toby Flenderson"," $ 3,250 "," $ 7,088 ","218.09%","Y","Y","200-300%","MM ACQ","","","","","",""
"9/1/2014","Creed Bratton"," $ 9,507 "," $ 8,820 ","92.77%","","Y","90-99%","MM ACQ","","","","","",""
"9/1/2014","Darryl Philbin"," $ 9,899 "," $ 6,434 ","65.00%","","Y","30-69%","MM ACQ","","","","","",""
"9/1/2014","Kelly Erin Hannon"," $ 9,469 "," $ 6,664 ","70.38%","","Y","70-89%","MM ACQ","","","","","",""
"9/1/2014","Gabe Lewis"," $ 7,070 "," $ 6,376 ","90.18%","","Y","90-99%","MM ACQ","","","","","",""
"9/1/2014","Holly Flax"," $ 3,885 "," $ 7,465 ","192.15%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2014","Nellie Bertram"," $ 4,968 "," $ 8,915 ","179.45%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2014","Clark Green"," $ 9,745 "," $ 5,794 ","59.46%","","Y","30-69%","SB IB","","","","","",""
"9/1/2014","Pete Miller"," $ 5,878 "," $ 6,359 ","108.18%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2014","Todd Packer"," $ 3,835 "," $ 6,381 ","166.39%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2014","David Wallace"," $ 3,843 "," $ 6,003 ","156.21%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2014","Karen Filippelli"," $ 5,627 "," $ 5,637 ","100.18%","Y","Y","100-200%","SB ACQ","","","","","",""
"9/1/2014","Charles Miner"," $ 1,230 "," $ 9,988 ","812.03%","Y","Y","+300%","SB ACQ","","","","","",""
"9/1/2014","Jo Bennett"," $ 7,958 "," $ 5,170 ","64.97%","","Y","30-69%","SB ACQ","","","","","",""
"9/1/2014","Robert Lipton"," $ 8,380 "," $ 6,545 ","78.10%","","Y","70-89%","SB ACQ","","","","","",""
"9/1/2014","Nate Nickerson"," $ 8,553 "," $ 7,158 ","83.69%","","Y","70-89%","MM ACQ","","","","","",""
"9/1/2014","Deangelo Vickers"," $ 5,573 "," $ 8,502 ","152.56%","Y","Y","100-200%","SB IB","","","","","",""
"9/1/2014","Val Johnson"," $ 6,793 "," $ 8,758 ","128.93%","Y","Y","100-200%","MM IB","","","","","",""
"9/1/2014","Cathy Simms"," $ 9,855 "," $ 5,801 ","58.86%","","Y","30-69%","SB ACQ","","","","","",""
"10/1/2014","Michael Scott"," $ 4,480 "," $ 9,880 ","220.54%","Y","Y","200-300%","ENT IB","","","","","",""
"10/1/2014","Dwight Schrute"," $ 7,537 "," $ 5,708 ","75.73%","","Y","70-89%","ENT IB","","","","","",""
"10/1/2014","Jim Halpert"," $ 6,797 "," $ 9,951 ","146.40%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2014","Pam Beesly"," $ 6,043 "," $ 9,125 ","151.00%","Y","Y","100-200%","ENT IB","","","","","",""
"10/1/2014","Ryan Howard"," $ 1,137 "," $ 6,936 ","610.03%","Y","Y","+300%","ENT IB","","","","","",""
"10/1/2014","Andy Bernard"," $ 9,431 "," $ 6,945 ","73.64%","","Y","70-89%","ENT ACQ","","","","","",""
"10/1/2014","Robert California"," $ 7,092 "," $ 6,796 ","95.83%","","Y","90-99%","ENT ACQ","","","","","",""
"10/1/2014","Jan Levinson"," $ 7,422 "," $ 5,926 ","79.84%","","Y","70-89%","ENT ACQ","","","","","",""
"10/1/2014","Roy Anderson"," $ 5,763 "," $ 7,492 ","130.00%","Y","Y","100-200%","ENT ACQ","","","","","",""
